url,title,price,lat,lon,listing_id,section_alias,category_alias,rooms_structured,area_m2_structured,photo_count,is_estate_verified,is_booking_enabled,rental_period,Город,Жилой комплекс,Этаж,Площадь,Кухня студия,Состояние квартиры,Возможности размещения,Часы пребывания,Удобства,Ванная комната,Кому подойдет квартира,Безопасность,Новостройка,Застройщик,scraped_at,Год постройки,Санузел,Квартира меблирована,Балкон остеклён,Тип дома,Дверь,Интернет,Телефон,Парковка,Балкон
https://krisha.kz/a/show/1014277495,"2-комнатная квартира · 42 м² · 4/18 этаж, Е-36 11 — Сыганак",20000,51.122864454205,71.384296080084,1014277495,arenda,kvartiry-posutochno,2,42.0,10,False,False,daily,"Астана, Нура р-н",Respublika,4 из 18,"42 м², Площадь кухни — 5 м²",,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен",можно с детьми,"домофон, видеодомофон, электронные замки, рядом есть парковка",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1012357986,"1-комнатная квартира · 40 м², Бектурова 4/1 — Пр.Туран ""АНВАР"" - Ана мен бала",13000,51.12156303015,71.400293327463,1012357986,arenda,kvartiry-posutochno,1,40.0,4,False,False,daily,"Астана, Нура р-н",Алтын Шар 2,22,"40 м², Площадь кухни — 15 м²",,,3 гостя,"Заезд 14:00, выезд 12:00 (по договорённости)",,,,,False,Шар-Құрылыс,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1014550144,"2-комнатная квартира · 45 м² · 10/21 этаж, Хусейн Бен Талал 39 — Мәнгелік ел",18000,51.078879681358,71.43143490407,1014550144,arenda,kvartiry-posutochno,2,45.0,5,False,False,daily,"Астана, Есильский р-н",MoD. Standard,10 из 21,"45 м², Площадь кухни — 6 м²",да,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/693850124,"1-комнатная квартира · 58 м², Иманова 17 — Иманова Валиханова",15000,51.164349804942,71.439231235772,693850124,arenda,kvartiry-posutochno,1,58.0,10,False,False,daily,"Астана, р-н Байконур",,,58 м²,,,"6 гостей, 1 кровать, 2 дивана","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1012081444,"2-комнатная квартира · 40 м² · 12/12 этаж, ул. Жубана Молдагалиева 1",16990,51.126625927949,71.362461397842,1012081444,arenda,kvartiry-posutochno,2,40.0,21,False,False,daily,"Астана, Есильский р-н",,12 из 12,40 м²,,,"2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, рядом есть парковка",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/671559633,"1-комнатная квартира · 55 м² · 6/9 этаж, Кабанбай батыра 58А",15000,51.096480737057,71.406393457672,671559633,arenda,kvartiry-posutochno,1,55.0,9,False,False,daily,"Астана, Есильский р-н",Арман кала,6 из 9,55 м²,,свежий ремонт,"4 гостя, 1 кровать, 1 диван","Заезд 13:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","ванна, полотенца, тапочки, фен","некурящим, можно с детьми","домофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,2020,совмещенный,полностью,да,монолитный,,через TV кабель,,,балкон
https://krisha.kz/a/show/1008201444,"1-комнатная квартира · 40 м² · 3/9 этаж, Кюйши Дины 28/1 — Жумабаева",15000,51.148282874073,71.481304764748,1008201444,arenda,kvartiry-posutochno,1,40.0,6,False,False,daily,"Астана, Алматы р-н",Кайнар-2,3 из 9,40 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, лифт","душевая кабина, полотенца, халат, тапочки, фен",некурящим,"домофон, электронные замки, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1004260303,"2-комнатная квартира · 65 м² · 6/9 этаж, Туран 43/5 — Сығанақ",27000,51.12500239242,71.400200356195,1004260303,arenda,kvartiry-posutochno,2,65.0,9,False,False,daily,"Астана, Нура р-н",Grand Turan Comfort,6 из 9,65 м²,,"свежий ремонт, новая мебель","6 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, утюг, посуда, лифт","ванна, полотенца, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","видеодомофон, электронные замки",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1012183660,"1-комнатная квартира · 30 м² · 3/5 этаж, ул. Ыкылас Дукенулы 9 — Угол Бейбитшилик",12000,51.17908,71.418697,1012183660,arenda,kvartiry-posutochno,1,30.0,3,False,False,daily,"Астана, Сарыарка р-н",,3 из 5,30 м²,,"свежий ремонт, новая мебель","2 гостя, 1 кровать","Заезд 18:00, выезд 12:00 (по договорённости)","интернет, телевизор, микроволновая печь, утюг, посуда","ванна, полотенца, тапочки, фен, шампунь",могу сдать на ночь,"домофон, электронные замки",False,,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1000562279,"1-комнатная квартира · 40 м² · 9/12 этаж, Ахмет Байтурсынулы 18 — Улы дала",15000,51.117317269673,71.51270284443,1000562279,arenda,kvartiry-posutochno,1,40.0,6,False,False,daily,"Астана, Алматы р-н",Фирдаус,9 из 12,"40 м², Площадь кухни — 12 м²",,"свежий ремонт, новая мебель","2 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа",некурящим,"домофон, рядом есть парковка",False,Beles,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1001956713,"1-комнатная квартира · 42 м² · 7/10 этаж, Абикен Бектуров 1/1 — Туран Достык",18000,51.130069321823,71.398483793072,1001956713,arenda,kvartiry-posutochno,1,42.0,10,False,False,daily,"Астана, Есильский р-н",GreenLine.BI City Seoul,7 из 10,42 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, посудомоечная машина, лифт","душевая кабина, полотенца, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","видеодомофон, рядом есть парковка",False,BI Group Юг,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1010846274,"1-комнатная квартира · 42 м² · 1/10 этаж, Култегин 11 — За Хан Шатыром. Пересечение Сыганак",12500,51.133523387584,71.371658478406,1010846274,arenda,kvartiry-posutochno,1,42.0,8,False,False,daily,"Астана, Нура р-н",Mechta,1 из 10,"42 м², Площадь кухни — 14 м²",,"свежий ремонт, новая мебель","3 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, стиральная машина, микроволновая печь, посуда, лифт","ванна, полотенца, тапочки, фен, шампунь, гель для душа","могу сдать на ночь, можно с детьми","домофон, рядом есть парковка",False,ТОО «Паркинг Системс Астана»,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/688374232,"2-комнатная квартира · 48 м² · 12/14 этаж, Санжара Асфендиярова 10 — Сагынак",21000,51.136294154779,71.382471562237,688374232,arenda,kvartiry-posutochno,2,48.0,20,False,False,daily,"Астана, Нура р-н",Sat City,12 из 14,"48 м², Площадь кухни — 25 м²",да,"свежий ремонт, новая мебель","5 гостей, 2 кровати, 1 диван","Заезд 14:00, выезд 12:00 (по договорённости)","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","домофон, электронные замки, паркинг, рядом есть парковка",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1012884478,"2-комнатная квартира · 45 м² · 8/15 этаж, Ахмет Байтурсынулы 16/3",18000,51.116739179149,71.509876465665,1012884478,arenda,kvartiry-posutochno,2,45.0,9,False,False,daily,"Астана, Сарайшык р-н",Muz Tau,8 из 15,45 м²,да,"свежий ремонт, новая мебель",2 гостя,"Заезд 13:00, выезд 12:00 (по договорённости)",,"ванна, шампунь, гель для душа",некурящим,"домофон, видеодомофон, электронные замки",False,Beles,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1014428362,"1-комнатная квартира · 45 м² · 3/8 этаж, Турар Рыскулов 9",23000,51.08497181287,71.419043540736,1014428362,arenda,kvartiry-posutochno,1,45.0,14,False,False,daily,"Астана, Есильский р-н",Nexpo Trend,3 из 8,45 м²,,"свежий ремонт, новая мебель","4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, посудомоечная машина, лифт","ванна, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","видеодомофон, электронные замки, рядом есть парковка",False,BI Group Север,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1008164241,"2-комнатная квартира · 50 м² · 20/22 этаж, Туран 39а — Хан-Шатыр, Центр материнства и детства,, РДЦ, Asia park, Туран, Гашыктар аллеясы",26000,51.127681805749,71.403757397166,1008164241,arenda,kvartiry-posutochno,2,50.0,18,False,False,daily,Астана,Four Seasons,20 из 22,50 м²,,"свежий ремонт, новая мебель","6 гостей, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, посуда, кондиционер, лифт, кофеварка","душевая кабина, полотенца, халат, тапочки, фен, шампунь, гель для душа","некурящим, могу сдать на ночь, можно с детьми","видеодомофон, электронные замки, рядом есть парковка",False,SAT-NS,2026-08-05T16:37:35+00:00,,,,,,,,,,
https://krisha.kz/a/show/1003956477,"1-комнатная квартира · 42 м², Туран 48",12000,51.111476345595,71.399889795746,1003956477,arenda,kvartiry-posutochno,1,42.0,13,False,False,daily,"Астана, Есильский р-н",Grand Champion,,"42 м², Площадь кухни — 12 м²",,,"4 гостя, 1 кровать, 1 диван","Заезд 14:00, выезд 12:00","интернет, телевизор, стиральная машина, микроволновая печь, утюг, лифт","ванна, полотенца, фен",,"домофон, электронные замки, рядом есть парковка",False,Mercury Sport,2026-08-05T16:37:35+00:00,,,,,,,,,,
